-1.4	3.3
21.4	6.9
6.7	9.8
31.8	10.7
25.2	11.4
1.1	11.5
-13.1	17.4
-31.6	17.8
7.9	18.7
-6.3	18.8
-35.3	25.5
-4.3	25.8
-0.6	27.9
-3.9	28.0
-5.6	29.6
-7.3	32.0
-6.1	32.2
-10.6	32.3
-2.7	34.2
-11.2	35.1
37.9	35.5
-6.8	35.7
-10.7	36.0
-10.2	36.1
2.8	36.9
-9.3	36.9
45.1	37.3
-4.6	37.8
14.2	38.2
-15.1	38.3
-9.9	38.4
-3.8	39.0
-12.3	39.9
-13.3	40.2
-13.4	40.3
-8.5	41.0
-16.6	41.2
-10.1	41.9
4.8	42.4
-4.8	42.5
-7.2	43.0
42.0	43.3
3.5	43.7
-1.6	44.3
-24.7	45.1
-9.1	45.1
-14.5	45.9
-13.0	46.5
11.8	46.9
-12.4	47.2
-13.0	47.3
-13.5	47.7
4.2	48.1
7.6	48.1
-2.7	48.1
-5.5	48.3
35.1	48.5
-47.3	48.5
-16.9	48.5
4.3	48.7
-14.0	48.7
-12.3	48.9
-24.1	49.6
8.2	50.0
-11.4	50.1
-26.9	50.1
-23.5	50.2
-10.1	50.5
2.2	50.5
15.1	50.7
11.3	51.0
-0.7	51.9
-10.4	52.2
-6.2	52.2
-29.2	52.3
-12.7	52.4
-22.6	52.5
-4.2	53.4
-5.4	53.6
-7.4	54.1
14.9	54.3
-19.7	54.3
9.2	55.1
-5.3	55.2
-12.9	55.8
-4.3	55.9
-3.2	56.1
-4.5	56.4
-23.7	56.5
-11.1	56.5
4.9	56.7
-30.9	56.8
-27.3	57.1
28.7	57.1
8.9	57.5
-20.1	58.1
-7.4	58.8
-9.1	59.3
-26.3	59.7
-0.5	59.7
-34.5	59.9
29.3	59.9
3.7	61.6
49.5	61.9
-11.5	62.1
-15.5	62.7
21.2	62.9
-22.2	63.6
-23.0	63.8
13.2	63.8
-21.8	64.4
-11.9	64.4
-13.7	64.6
40.4	65.6
-27.2	67.1
-18.4	67.3
-6.9	69.5
-4.0	72.0
134.8	-80.7
220.4	-78.8
203.0	-78.0
180.1	-70.5
220.8	-70.0
201.1	-68.6
157.5	-68.3
201.7	-68.2
203.4	-68.1
235.4	-67.1
162.3	-67.1
168.9	-66.5
175.1	-65.9
177.1	-65.8
170.4	-65.7
156.4	-65.7
174.5	-63.2
161.8	-61.8
196.2	-61.6
176.6	-60.6
169.7	-60.5
191.3	-60.4
175.2	-60.4
212.4	-59.7
161.2	-59.7
178.2	-59.6
177.7	-59.2
171.1	-59.2
181.5	-59.0
191.7	-58.7
226.8	-58.0
175.2	-57.5
168.1	-57.2
150.7	-57.2
169.2	-56.4
220.8	-56.0
193.9	-55.8
166.1	-55.8
183.1	-55.6
163.3	-55.4
198.0	-55.4
137.9	-55.1
137.8	-55.0
156.9	-54.9
205.6	-54.4
164.3	-54.2
157.9	-53.5
165.4	-53.0
151.4	-52.8
182.4	-52.4
216.3	-52.4
138.7	-52.3
137.6	-52.1
148.6	-52.0
151.4	-51.8
167.8	-51.4
125.6	-51.3
189.6	-51.2
174.5	-51.2
168.5	-51.2
170.4	-50.5
171.4	-50.1
145.1	-49.6
167.3	-49.3
187.8	-49.3
147.9	-49.2
175.6	-48.4
154.0	-48.4
172.7	-48.1
233.1	-47.9
150.1	-47.8
191.9	-47.6
164.7	-47.5
189.8	-47.2
201.5	-47.1
153.5	-45.6
194.3	-45.5
190.3	-45.1
170.3	-44.9
191.5	-44.7
165.3	-44.4
195.6	-44.1
223.9	-44.0
198.3	-44.0
171.5	-43.6
193.6	-42.7
141.3	-42.5
211.7	-42.4
180.7	-42.4
185.8	-42.3
186.5	-41.8
224.1	-41.8
198.6	-41.5
137.9	-40.7
159.1	-40.5
197.8	-40.5
149.2	-39.8
176.7	-39.4
181.6	-39.2
170.2	-39.0
160.9	-38.6
169.8	-37.5
174.6	-36.3
179.0	-36.1
162.8	-36.0
192.0	-35.6
174.8	-35.6
202.7	-35.2
165.2	-34.9
165.0	-34.9
169.3	-34.5
196.6	-33.5
195.3	-33.1
217.4	-33.1
206.5	-33.0
197.0	-31.8
196.0	-31.5
205.6	-31.1
192.0	-30.0
193.0	-29.6
200.7	-28.6
181.6	-28.2
196.9	-26.7
201.7	-26.5
159.4	-26.2
151.3	-24.9
145.0	-22.7
198.9	-20.6
189.1	-20.3
193.4	-16.4
185.7	-15.4
151.4	-11.1
193.5	-10.9
168.0	-4.5
